,LocYear,econ1,econ2,econ3,econ4,econ5,econ6,econ7,econ8,econ9,econ10,econ11,econ12: 16-19,econ12: 16-24,econ12: 20-24
1291,NC2018,0.09,0.25,0.2,0.12,0.61,0.27,0.28,0.04,0.25,66100.0,0.03,0.07,0.12,0.15
1292,NC2019,0.09,0.25,0.2,0.12,0.61,0.26,0.26,0.05,0.24,68900.0,0.03,0.07,0.11,0.15
1293,NC2020,,,,,,,,0.08,,,0.06,,,
1294,NC2021,0.09,0.3,0.18,0.11,0.65,0.25,0.28,0.05,0.21,77500.0,0.03,0.07,0.12,0.16
1295,NC2022,0.08,0.28,0.17,0.11,0.67,0.26,0.25,0.03,0.23,81600.0,0.02,0.06,0.11,0.14
1296,NC2022,0.08,0.28,0.17,0.11,0.67,0.26,0.25,0.03,0.23,81600.0,0.02,0.06,0.11,0.14
1297,NC2023,0.09,0.27,0.18,0.11,0.66,0.27,0.25,0.03,0.22,88400.0,0.03,0.07,0.11,0.14
1298,NC2024,0.08,0.25,0.17,,,,0.26,0.04,,92100.0,0.03,,,
1299,ND2000,0.06,,0.15,0.04,,,0.29,,,,,,,
1300,ND2001,0.07,,0.15,0.07,,,0.25,,,,,,,
1301,ND2002,0.07,,0.13,0.08,,,0.26,,,,,,,
1302,ND2003,0.06,,0.14,0.05,,,0.25,,,,,,,
1303,ND2004,0.06,,0.16,0.05,,,0.27,,,,,,,
1304,ND2005,0.07,0.15,0.13,0.07,,0.19,0.28,,,53300.0,,,,
1305,ND2006,0.06,,0.13,0.05,0.75,0.2,0.24,,,55500.0,,,,
1306,ND2007,0.06,,0.13,0.04,0.75,0.21,0.28,0.04,,60600.0,0.03,,,
1307,ND2008,0.08,0.18,0.15,0.09,0.74,0.23,0.2,0.05,0.19,61100.0,0.03,0.06,0.08,0.08
1308,ND2009,0.06,,0.13,0.07,0.76,0.18,0.21,0.05,0.19,65100.0,0.04,0.07,0.09,0.11
1309,ND2010,0.08,0.19,0.16,0.06,0.73,0.19,0.22,0.05,0.21,64300.0,0.03,0.05,0.07,0.09
1310,ND2011,0.07,,0.15,0.08,0.72,0.21,0.22,0.04,0.2,65600.0,0.03,0.07,0.09,0.11
1311,ND2012,0.06,,0.13,0.06,0.73,0.16,0.19,0.04,0.18,71000.0,0.03,0.05,0.08,0.09
1312,ND2013,0.05,0.17,0.12,0.08,0.74,0.19,0.2,0.03,0.18,71600.0,0.02,0.05,0.08,0.1
1313,ND2014,0.08,0.19,0.15,0.09,0.69,0.17,0.22,0.03,0.18,71200.0,0.02,0.06,0.09,0.11
1314,ND2015,0.07,0.14,0.12,0.1,0.69,0.17,0.2,0.03,0.16,78200.0,0.02,0.05,0.08,0.09
1315,ND2016,0.06,0.15,0.12,0.1,0.72,0.19,0.22,0.03,0.18,80100.0,0.02,0.05,0.08,0.1
1316,ND2017,0.06,0.15,0.11,0.1,0.68,0.18,0.22,0.03,0.16,83400.0,0.02,0.04,0.07,0.08
1317,ND2018,0.05,0.14,0.1,0.1,0.71,0.18,0.17,0.03,0.18,84200.0,0.02,0.04,0.07,0.09
1318,ND2019,0.05,0.15,0.1,0.08,0.7,0.16,0.21,0.03,0.18,87600.0,0.02,0.04,0.07,0.08
1319,ND2020,,,,,,,,0.06,,,0.04,,,
1320,ND2021,0.07,0.14,0.1,0.11,0.73,0.2,0.2,0.04,0.17,91800.0,0.03,0.07,0.07,0.08
1321,ND2022,0.06,0.13,0.13,0.1,0.72,0.19,0.18,0.01,0.16,100400.0,0.01,0.04,0.05,0.06
1322,ND2022,0.06,0.13,0.13,0.1,0.72,0.19,0.18,0.01,0.16,100400.0,0.01,0.04,0.05,0.06
1323,ND2023,0.04,0.13,0.09,0.11,0.78,0.15,0.17,0.02,0.16,109700.0,0.01,0.04,0.06,0.08
1324,ND2024,0.07,0.15,0.13,,,,0.2,0.04,,106500.0,0.02,,,
1325,NE2000,0.05,,0.1,0.08,,,0.25,,,,,,,
1326,NE2001,0.05,,0.14,0.08,,,0.24,,,,,,,
1327,NE2002,0.06,,0.14,0.08,,,0.23,,,,,,,
1328,NE2003,0.06,,0.13,0.09,,,0.23,,,,,,,
1329,NE2004,0.05,,0.13,0.07,,,0.24,,,,,,,
1330,NE2005,0.07,0.15,0.15,0.08,,0.24,0.26,,,55000.0,,,,
1331,NE2006,0.07,,0.14,0.07,0.71,0.28,0.26,,,55200.0,,,,
1332,NE2007,0.07,,0.15,0.07,0.71,0.26,0.26,0.04,,57100.0,0.02,,,
1333,NE2008,0.05,0.15,0.13,0.07,0.73,0.25,0.19,0.04,0.22,61100.0,0.02,0.04,0.07,0.1
1334,NE2009,0.06,,0.15,0.09,0.71,0.25,0.22,0.05,0.24,58500.0,0.03,0.06,0.09,0.12
1335,NE2010,0.07,0.22,0.18,0.08,0.69,0.28,0.24,0.06,0.24,58300.0,0.04,0.04,0.09,0.13
1336,NE2011,0.08,,0.18,0.09,0.68,0.26,0.24,0.06,0.24,60400.0,0.04,0.05,0.09,0.12
1337,NE2012,0.07,,0.18,0.09,0.66,0.26,0.22,0.06,0.25,60300.0,0.04,0.06,0.08,0.1
1338,NE2013,0.08,0.22,0.18,0.11,0.67,0.26,0.22,0.06,0.26,61600.0,0.04,0.03,0.08,0.11
1339,NE2014,0.07,0.2,0.16,0.09,0.67,0.23,0.22,0.04,0.25,63200.0,0.02,0.05,0.09,0.12
1340,NE2015,0.07,0.2,0.17,0.09,0.68,0.22,0.21,0.04,0.24,68600.0,0.02,0.06,0.08,0.1
1341,NE2016,0.06,0.19,0.14,0.09,0.66,0.22,0.19,0.04,0.23,71800.0,0.02,0.04,0.08,0.11
1342,NE2017,0.06,0.19,0.14,0.1,0.68,0.22,0.2,0.03,0.23,72800.0,0.02,0.05,0.08,0.1
1343,NE2018,0.05,0.2,0.13,0.08,0.69,0.21,0.21,0.03,0.22,73900.0,0.02,0.04,0.07,0.1
1344,NE2019,0.05,0.16,0.11,0.08,0.71,0.2,0.19,0.03,0.21,80300.0,0.02,0.04,0.07,0.1
1345,NE2020,,,,,,,,0.04,,,0.03,,,
1346,NE2021,0.06,0.18,0.13,0.09,0.73,0.22,0.19,0.02,0.19,91000.0,0.02,0.04,0.08,0.11
1347,NE2022,0.06,0.18,0.14,0.08,0.71,0.22,0.19,0.03,0.19,94100.0,0.02,0.03,0.06,0.09
1348,NE2022,0.06,0.18,0.14,0.08,0.71,0.22,0.19,0.03,0.19,94100.0,0.02,0.03,0.06,0.09
1349,NE2023,0.05,0.17,0.11,0.1,0.74,0.22,0.19,0.03,0.2,96700.0,0.02,0.04,0.07,0.09
1350,NE2024,0.06,0.17,0.12,,,,0.21,0.03,,101300.0,0.02,,,
1351,NH2000,0.03,,0.06,0.05,,,0.24,,,,,,,
1352,NH2001,0.03,,0.07,0.04,,,0.24,,,,,,,
1353,NH2002,0.03,,0.08,0.06,,,0.24,,,,,,,
1354,NH2003,0.04,,0.08,0.06,,,0.27,,,,,,,
1355,NH2004,0.04,,0.1,0.05,,,0.29,,,,,,,
1356,NH2005,0.04,0.13,0.09,0.05,,0.37,0.27,,,70400.0,,,,
1357,NH2006,0.04,,0.1,0.05,0.77,0.42,0.26,,,71100.0,,,,
1358,NH2007,0.04,,0.09,0.05,0.79,0.41,0.27,0.04,,75700.0,0.03,,,
1359,NH2008,0.04,0.11,0.09,0.04,0.78,0.38,0.21,0.04,0.12,79400.0,0.03,0.04,0.08,0.11
1360,NH2009,0.04,,0.11,0.07,0.77,0.41,0.24,0.08,0.13,74500.0,0.06,0.05,0.1,0.14
1361,NH2010,0.05,0.16,0.1,0.06,0.73,0.39,0.25,0.07,0.12,76500.0,0.05,0.06,0.1,0.15
1362,NH2011,0.06,,0.12,0.05,0.73,0.39,0.23,0.06,0.16,79800.0,0.04,0.06,0.11,0.15
1363,NH2012,0.06,,0.16,0.05,0.7,0.39,0.26,0.05,0.15,79000.0,0.03,0.06,0.1,0.14
1364,NH2013,0.05,0.19,0.1,0.06,0.7,0.35,0.25,0.06,0.15,75600.0,0.04,0.05,0.1,0.15
1365,NH2014,0.05,0.18,0.13,0.07,0.71,0.33,0.24,0.05,0.15,80400.0,0.03,0.05,0.07,0.1
1366,NH2015,0.05,0.17,0.11,0.06,0.72,0.26,0.24,0.03,0.12,86900.0,0.02,0.04,0.08,0.1
1367,NH2016,0.03,0.17,0.08,0.07,0.73,0.25,0.22,0.03,0.13,88400.0,0.02,0.05,0.08,0.1
1368,NH2017,0.05,0.18,0.1,0.07,0.72,0.26,0.25,0.03,0.11,94100.0,0.02,0.05,0.08,0.09
1369,NH2018,0.06,0.16,0.11,0.07,0.73,0.27,0.22,0.03,0.12,97000.0,0.02,0.04,0.08,0.11
1370,NH2019,0.03,0.15,0.07,0.08,0.76,0.24,0.23,0.02,0.13,102400.0,0.01,0.05,0.07,0.09
1371,NH2020,,,,,,,,0.06,,,0.05,,,
1372,NH2021,0.05,0.15,0.09,0.06,0.75,0.24,0.23,0.05,0.1,114900.0,0.03,0.04,0.07,0.1
1373,NH2022,0.04,0.15,0.07,0.06,0.76,0.25,0.19,0.03,0.1,120000.0,0.02,0.04,0.07,0.1
1374,NH2022,0.04,0.15,0.07,0.06,0.76,0.25,0.19,0.03,0.1,120000.0,0.02,0.04,0.07,0.1
1375,NH2023,0.05,0.14,0.08,0.07,0.77,0.26,0.2,0.03,0.1,122300.0,0.02,0.03,0.05,0.07
1376,NH2024,0.03,0.14,0.07,,,,0.17,0.03,,131900.0,0.02,,,
1377,NJ2000,0.05,,0.1,0.1,,,0.26,,,,,,,
1378,NJ2001,0.04,,0.11,0.11,,,0.27,,,,,,,
1379,NJ2002,0.04,,0.11,0.11,,,0.29,,,,,,,
1380,NJ2003,0.06,,0.12,0.1,,,0.27,,,,,,,
1381,NJ2004,0.05,,0.12,0.11,,,0.28,,,,,,,
1382,NJ2005,0.06,0.11,0.12,0.1,,0.43,0.28,,,76100.0,,,,
1383,NJ2006,0.05,,0.12,0.09,0.69,0.45,0.28,,,79100.0,,,,
1384,NJ2007,0.05,,0.12,0.1,0.69,0.47,0.28,0.04,,82600.0,0.03,,,
1385,NJ2008,0.06,0.11,0.13,0.12,0.69,0.47,0.23,0.05,0.13,86600.0,0.04,0.07,0.11,0.15
1386,NJ2009,0.06,,0.13,0.11,0.67,0.48,0.25,0.1,0.14,83700.0,0.07,0.07,0.12,0.17
1387,NJ2010,0.06,0.16,0.14,0.12,0.66,0.48,0.27,0.1,0.14,83200.0,0.08,0.08,0.13,0.18
1388,NJ2011,0.07,,0.15,0.12,0.64,0.48,0.27,0.1,0.15,82000.0,0.08,0.07,0.13,0.19
1389,NJ2012,0.08,,0.15,0.12,0.64,0.45,0.26,0.1,0.16,85200.0,0.07,0.06,0.13,0.18
1390,NJ2013,0.08,0.2,0.17,0.11,0.62,0.44,0.28,0.09,0.16,85200.0,0.07,0.06,0.12,0.17
1391,NJ2014,0.07,0.2,0.16,0.11,0.61,0.42,0.26,0.06,0.17,89000.0,0.05,0.06,0.11,0.16
1392,NJ2015,0.07,0.2,0.16,0.11,0.6,0.42,0.25,0.07,0.17,90300.0,0.05,0.06,0.12,0.16
1393,NJ2016,0.06,0.2,0.15,0.12,0.6,0.39,0.24,0.06,0.17,95700.0,0.04,0.05,0.1,0.14
1394,NJ2017,0.06,0.19,0.14,0.12,0.61,0.37,0.24,0.04,0.16,100000.0,0.03,0.07,0.1,0.13
1395,NJ2018,0.06,0.17,0.14,0.12,0.63,0.36,0.23,0.05,0.16,103400.0,0.03,0.05,0.1,0.15
1396,NJ2019,0.05,0.16,0.12,0.12,0.62,0.34,0.22,0.03,0.16,108400.0,0.02,0.06,0.1,0.13
1397,NJ2020,,,,,,,,0.08,,,0.06,,,
1398,NJ2021,0.07,0.2,0.14,0.13,0.64,0.35,0.28,0.09,0.13,111900.0,0.06,0.06,0.11,0.15
1399,NJ2022,0.05,0.21,0.13,0.14,0.65,0.35,0.24,0.04,0.15,120900.0,0.03,0.05,0.09,0.13
1400,NJ2022,0.05,0.21,0.13,0.14,0.65,0.35,0.24,0.04,0.15,120900.0,0.03,0.05,0.09,0.13
1401,NJ2023,0.06,0.19,0.13,0.14,0.66,0.33,0.24,0.05,0.15,126200.0,0.03,0.05,0.09,0.13
1402,NJ2024,0.06,0.19,0.12,,,,0.23,0.05,,131700.0,0.04,,,
1403,NM2000,0.13,,0.26,0.2,,,0.38,,,,,,,
1404,NM2001,0.09,,0.24,0.18,,,0.35,,,,,,,
1405,NM2002,0.11,,0.27,0.2,,,0.38,,,,,,,
1406,NM2003,0.14,,0.26,0.16,,,0.39,,,,,,,
1407,NM2004,0.1,,0.28,0.16,,,0.37,,,,,,,
1408,NM2005,0.12,0.24,0.26,0.14,,0.31,0.41,,,39300.0,,,,
1409,NM2006,0.11,,0.26,0.17,0.68,0.29,0.38,,,42100.0,,,,
1410,NM2007,0.11,,0.25,0.14,0.67,0.33,0.38,0.04,,44100.0,0.03,,,
1411,NM2008,0.1,0.23,0.24,0.14,0.65,0.31,0.3,0.05,0.31,45900.0,0.04,0.1,0.16,0.2
1412,NM2009,0.1,,0.25,0.15,0.65,0.32,0.32,0.09,0.29,44200.0,0.07,0.11,0.17,0.22
1413,NM2010,0.13,0.32,0.3,0.16,0.61,0.33,0.37,0.11,0.29,43200.0,0.09,0.12,0.18,0.22
1414,NM2011,0.14,,0.31,0.19,0.63,0.36,0.37,0.1,0.29,44000.0,0.08,0.11,0.18,0.22
1415,NM2012,0.14,,0.29,0.16,0.62,0.33,0.36,0.08,0.29,44200.0,0.06,0.12,0.18,0.24
1416,NM2013,0.15,0.37,0.31,0.15,0.62,0.33,0.35,0.09,0.3,45500.0,0.07,0.1,0.17,0.23
1417,NM2014,0.14,0.35,0.3,0.17,0.6,0.31,0.36,0.07,0.3,47300.0,0.05,0.09,0.15,0.19
1418,NM2015,0.13,0.37,0.29,0.17,0.6,0.31,0.34,0.08,0.31,49200.0,0.07,0.09,0.16,0.22
1419,NM2016,0.13,0.38,0.3,0.19,0.6,0.32,0.36,0.07,0.31,47700.0,0.06,0.09,0.16,0.22
1420,NM2017,0.12,0.37,0.27,0.15,0.62,0.28,0.36,0.06,0.28,52100.0,0.05,0.1,0.16,0.21
1421,NM2018,0.13,0.37,0.26,0.18,0.61,0.26,0.35,0.04,0.29,52400.0,0.04,0.12,0.17,0.22
1422,NM2019,0.11,0.35,0.25,0.17,0.62,0.26,0.32,0.03,0.3,53400.0,0.03,0.11,0.14,0.17
1423,NM2020,,,,,,,,0.07,,,0.06,,,
1424,NM2021,0.13,0.43,0.24,0.14,0.7,0.26,0.35,0.08,0.27,58700.0,0.07,0.12,0.19,0.25
1425,NM2022,0.11,0.4,0.23,0.14,0.71,0.28,0.32,0.03,0.28,67100.0,0.03,0.09,0.15,0.19
1426,NM2022,0.11,0.4,0.23,0.14,0.71,0.28,0.32,0.03,0.28,67100.0,0.03,0.09,0.15,0.19
1427,NM2023,0.13,0.41,0.25,0.14,0.66,0.29,0.32,0.04,0.3,66000.0,0.03,0.1,0.13,0.15
1428,NM2024,0.12,0.39,0.22,,,,0.31,0.04,,78900.0,0.03,,,
1429,NV2000,0.06,,0.13,0.19,,,0.3,,,,,,,
1430,NV2001,0.07,,0.15,0.21,,,0.29,,,,,,,
1431,NV2002,0.06,,0.17,0.19,,,0.34,,,,,,,
1432,NV2003,0.06,,0.15,0.2,,,0.3,,,,,,,
1433,NV2004,0.09,,0.19,0.18,,,0.36,,,,,,,
1434,NV2005,0.06,0.11,0.15,0.17,,0.43,0.31,,,51400.0,,,,
1435,NV2006,0.06,,0.14,0.16,0.6,0.47,0.3,,,56600.0,,,,
1436,NV2007,0.06,,0.15,0.15,0.57,0.47,0.32,0.05,,59200.0,0.04,,,
1437,NV2008,0.06,0.13,0.15,0.19,0.54,0.49,0.26,0.08,0.21,60400.0,0.06,0.11,0.16,0.2
1438,NV2009,0.08,,0.18,0.18,0.54,0.48,0.34,0.13,0.21,55800.0,0.11,0.13,0.18,0.22
1439,NV2010,0.1,0.23,0.22,0.18,0.5,0.47,0.36,0.16,0.22,54400.0,0.13,0.15,0.2,0.25
1440,NV2011,0.1,,0.22,0.2,0.47,0.44,0.34,0.15,0.27,49700.0,0.12,0.13,0.17,0.2
1441,NV2012,0.1,,0.24,0.2,0.44,0.45,0.34,0.12,0.27,49300.0,0.1,0.1,0.17,0.22
1442,NV2013,0.1,0.27,0.23,0.19,0.46,0.39,0.34,0.09,0.26,52300.0,0.07,0.11,0.18,0.24
1443,NV2014,0.1,0.27,0.22,0.2,0.44,0.37,0.32,0.08,0.27,54200.0,0.06,0.09,0.15,0.19
1444,NV2015,0.09,0.29,0.21,0.18,0.45,0.35,0.32,0.06,0.26,56100.0,0.05,0.09,0.14,0.17
1445,NV2016,0.08,0.28,0.19,0.19,0.47,0.34,0.3,0.06,0.26,58500.0,0.04,0.1,0.15,0.18
1446,NV2017,0.08,0.27,0.19,0.19,0.51,0.33,0.27,0.04,0.25,63000.0,0.03,0.09,0.15,0.19
1447,NV2018,0.07,0.26,0.18,0.19,0.54,0.33,0.28,0.04,0.25,65400.0,0.04,0.09,0.13,0.16
1448,NV2019,0.06,0.22,0.17,0.19,0.54,0.33,0.26,0.04,0.24,69300.0,0.03,0.09,0.14,0.17
1449,NV2020,,,,,,,,0.15,,,0.12,,,
1450,NV2021,0.1,0.31,0.19,0.18,0.55,0.35,0.33,0.09,0.2,72700.0,0.08,0.1,0.16,0.21
1451,NV2022,0.08,0.28,0.16,0.19,0.56,0.35,0.28,0.06,0.22,79500.0,0.05,0.09,0.15,0.19
1452,NV2022,0.08,0.28,0.16,0.19,0.56,0.35,0.28,0.06,0.22,79500.0,0.05,0.09,0.15,0.19
1453,NV2023,0.08,0.31,0.16,0.19,0.56,0.36,0.28,0.05,0.23,81400.0,0.04,0.09,0.14,0.18
1454,NV2024,0.06,0.26,0.15,,,,0.24,0.06,,91400.0,0.05,,,
1455,NY2000,0.11,,0.19,0.2,,,0.35,,,,,,,
1456,NY2001,0.1,,0.19,0.17,,,0.34,,,,,,,
1457,NY2002,0.09,,0.19,0.19,,,0.34,,,,,,,
1458,NY2003,0.1,,0.19,0.19,,,0.33,,,,,,,
1459,NY2004,0.1,,0.21,0.17,,,0.35,,,,,,,
1460,NY2005,0.1,0.19,0.19,0.17,,0.44,0.35,,,56700.0,,,,
1461,NY2006,0.09,,0.2,0.17,0.57,0.46,0.34,,,59600.0,,,,
1462,NY2007,0.09,,0.19,0.17,0.57,0.45,0.33,0.04,,61400.0,0.04,,,
1463,NY2008,0.09,0.2,0.19,0.17,0.57,0.45,0.28,0.06,0.21,64200.0,0.05,0.07,0.12,0.16
1464,NY2009,0.1,,0.2,0.17,0.56,0.45,0.3,0.08,0.19,63600.0,0.07,0.08,0.14,0.19
1465,NY2010,0.1,0.26,0.21,0.18,0.55,0.45,0.31,0.09,0.2,61800.0,0.07,0.08,0.15,0.2
1466,NY2011,0.1,,0.23,0.19,0.53,0.46,0.32,0.09,0.21,62100.0,0.07,0.08,0.14,0.19
1467,NY2012,0.1,,0.23,0.19,0.53,0.45,0.32,0.09,0.22,63200.0,0.07,0.08,0.14,0.18
1468,NY2013,0.1,0.3,0.23,0.2,0.53,0.44,0.32,0.08,0.22,65800.0,0.06,0.07,0.14,0.18
1469,NY2014,0.1,0.29,0.23,0.2,0.52,0.44,0.32,0.07,0.22,66400.0,0.05,0.07,0.14,0.18
1470,NY2015,0.1,0.29,0.22,0.21,0.51,0.42,0.31,0.05,0.22,67900.0,0.04,0.07,0.12,0.16
1471,NY2016,0.1,0.27,0.21,0.21,0.52,0.4,0.3,0.05,0.21,73300.0,0.04,0.06,0.12,0.15
1472,NY2017,0.09,0.27,0.2,0.2,0.53,0.4,0.3,0.05,0.21,74200.0,0.04,0.06,0.11,0.15
1473,NY2018,0.09,0.26,0.19,0.2,0.53,0.38,0.29,0.04,0.21,80100.0,0.03,0.06,0.11,0.15
1474,NY2019,0.08,0.24,0.18,0.2,0.54,0.37,0.28,0.04,0.2,83600.0,0.03,0.06,0.11,0.14
1475,NY2020,,,,,,,,0.12,,,0.09,,,
1476,NY2021,0.09,0.28,0.19,0.2,0.57,0.38,0.34,0.08,0.16,89800.0,0.06,0.06,0.13,0.18
1477,NY2022,0.1,0.3,0.19,0.21,0.56,0.38,0.3,0.04,0.19,97100.0,0.03,0.06,0.11,0.15
1478,NY2022,0.1,0.3,0.19,0.21,0.56,0.38,0.3,0.04,0.19,97100.0,0.03,0.06,0.11,0.15
1479,NY2023,0.09,0.29,0.19,0.21,0.57,0.38,0.29,0.04,0.2,100200.0,0.03,0.06,0.11,0.15
1480,NY2024,0.09,0.29,0.18,,,,0.3,0.04,,104100.0,0.03,,,
1481,Nashville-Davidson2008,,,,,,,0.36,,,,,,,
1482,Nashville-Davidson2009,,,,,,,0.39,,,,,,,
1483,Nashville-Davidson2010,,,,,,,0.46,,,,,,,
1484,Nashville-Davidson2011,,,,,,,0.35,,,,,,,
1485,Nashville-Davidson2012,,,,,,,0.35,,,,,,,
1486,Nashville-Davidson2013,,,,,,,0.38,,,,,,,
1487,Nashville-Davidson2014,,,,,,,0.37,,,,,,,
1488,Nashville-Davidson2015,,,,,,,0.34,,,,,,,
1489,Nashville-Davidson2016,,,,,,,0.32,,,,,,,
1490,Nashville-Davidson2017,,,,,,,0.31,,,,,,,
1491,Nashville-Davidson2018,,,,,,,0.3,,,,,,,
1492,Nashville-Davidson2019,,,,,,,0.25,,,,,,,
1493,Nashville-Davidson2021,,,,,,,0.32,,,,,,,
1494,Nashville-Davidson2022,,,,,,,0.32,,,,,,,
1495,Nashville-Davidson2023,,,,,,,0.35,,,,,,,
1496,New York City2008,,,,,,,0.33,,,,,,,
1497,New York City2009,,,,,,,0.35,,,,,,,
1498,New York City2010,,,,,,,0.38,,,,,,,
1499,New York City2011,,,,,,,0.37,,,,,,,
1500,New York City2012,,,,,,,0.37,,,,,,,
1501,New York City2013,,,,,,,0.36,,,,,,,
1502,New York City2014,,,,,,,0.37,,,,,,,
1503,New York City2015,,,,,,,0.35,,,,,,,
1504,New York City2016,,,,,,,0.34,,,,,,,
1505,New York City2017,,,,,,,0.34,,,,,,,
1506,New York City2018,,,,,,,0.35,,,,,,,
1507,New York City2019,,,,,,,0.33,,,,,,,
1508,New York City2021,,,,,,,0.42,,,,,,,
1509,New York City2022,,,,,,,0.36,,,,,,,
1510,New York City2023,,,,,,,0.35,,,,,,,
1511,OH2000,0.06,,0.16,0.06,,,0.3,,,,,,,
1512,OH2001,0.07,,0.16,0.07,,,0.3,,,,,,,
1513,OH2002,0.08,,0.17,0.06,,,0.32,,,,,,,
1514,OH2003,0.09,,0.18,0.06,,,0.32,,,,,,,
1515,OH2004,0.09,,0.18,0.05,,,0.32,,,,,,,
1516,OH2005,0.09,0.19,0.19,0.07,,0.33,0.34,,,53500.0,,,,
1517,OH2006,0.09,,0.19,0.07,0.7,0.34,0.34,,,54900.0,,,,
1518,OH2007,0.09,,0.19,0.06,0.69,0.33,0.34,0.06,,56400.0,0.05,,,
1519,OH2008,0.09,0.21,0.19,0.06,0.68,0.33,0.28,0.08,0.2,58600.0,0.06,0.07,0.12,0.17
1520,OH2009,0.1,,0.22,0.06,0.66,0.35,0.32,0.13,0.2,55000.0,0.1,0.07,0.14,0.19
1521,OH2010,0.12,0.29,0.23,0.07,0.65,0.36,0.34,0.11,0.21,54500.0,0.09,0.08,0.15,0.2
1522,OH2011,0.12,,0.24,0.07,0.64,0.35,0.33,0.1,0.22,55100.0,0.08,0.07,0.13,0.18
1523,OH2012,0.12,,0.24,0.07,0.63,0.31,0.32,0.09,0.22,57100.0,0.07,0.07,0.13,0.19
1524,OH2013,0.11,0.31,0.23,0.07,0.63,0.3,0.32,0.09,0.23,58300.0,0.07,0.07,0.13,0.18
1525,OH2014,0.11,0.3,0.23,0.07,0.62,0.29,0.31,0.05,0.23,59600.0,0.04,0.06,0.12,0.17
1526,OH2015,0.1,0.28,0.21,0.08,0.63,0.27,0.29,0.05,0.22,62100.0,0.04,0.05,0.11,0.16
1527,OH2016,0.1,0.28,0.21,0.07,0.63,0.25,0.29,0.06,0.21,64300.0,0.04,0.06,0.11,0.15
1528,OH2017,0.09,0.27,0.2,0.08,0.63,0.25,0.28,0.07,0.22,67400.0,0.05,0.05,0.1,0.15
1529,OH2018,0.09,0.25,0.2,0.08,0.64,0.25,0.28,0.05,0.22,70000.0,0.04,0.06,0.1,0.13
1530,OH2019,0.08,0.24,0.18,0.08,0.65,0.23,0.26,0.04,0.22,72100.0,0.03,0.06,0.1,0.13
1531,OH2020,,,,,,,,0.09,,,0.07,,,
1532,OH2021,0.1,0.28,0.19,0.08,0.68,0.22,0.3,0.07,0.18,80500.0,0.05,0.06,0.11,0.15
1533,OH2022,0.09,0.25,0.18,0.07,0.69,0.23,0.26,0.04,0.2,85100.0,0.03,0.06,0.11,0.14
1534,OH2022,0.09,0.25,0.18,0.07,0.69,0.23,0.26,0.04,0.2,85100.0,0.03,0.06,0.11,0.14
1535,OH2023,0.09,0.25,0.18,0.09,0.68,0.24,0.27,0.03,0.21,90400.0,0.02,0.06,0.11,0.14
1536,OH2024,0.09,0.23,0.16,,,,0.26,0.04,,93800.0,0.03,,,
1537,OK2000,0.08,,0.19,0.13,,,0.33,,,,,,,
1538,OK2001,0.08,,0.2,0.13,,,0.3,,,,,,,
1539,OK2002,0.1,,0.22,0.12,,,0.33,,,,,,,
1540,OK2003,0.1,,0.22,0.09,,,0.33,,,,,,,
1541,OK2004,0.1,,0.21,0.09,,,0.36,,,,,,,
1542,OK2005,0.1,0.24,0.23,0.1,,0.29,0.35,,,42300.0,,,,
1543,OK2006,0.1,,0.24,0.12,0.64,0.3,0.36,,,44300.0,,,,
1544,OK2007,0.1,,0.22,0.11,0.64,0.29,0.35,0.05,,46800.0,0.04,,,
1545,OK2008,0.09,0.24,0.23,0.11,0.63,0.29,0.29,0.04,0.27,49200.0,0.03,0.08,0.12,0.16
1546,OK2009,0.1,,0.22,0.12,0.63,0.28,0.29,0.08,0.27,48200.0,0.06,0.09,0.15,0.19
1547,OK2010,0.11,0.3,0.25,0.13,0.63,0.32,0.32,0.1,0.26,47400.0,0.07,0.09,0.15,0.19
1548,OK2011,0.11,,0.23,0.12,0.62,0.3,0.3,0.07,0.27,49400.0,0.06,0.09,0.15,0.21
1549,OK2012,0.1,,0.24,0.13,0.61,0.29,0.3,0.05,0.28,50300.0,0.04,0.1,0.15,0.19
1550,OK2013,0.11,0.3,0.24,0.13,0.6,0.28,0.3,0.06,0.28,51100.0,0.05,0.1,0.16,0.2
1551,OK2014,0.1,0.29,0.22,0.13,0.6,0.27,0.3,0.05,0.27,53700.0,0.04,0.09,0.15,0.2
1552,OK2015,0.1,0.27,0.22,0.13,0.61,0.26,0.29,0.05,0.27,54700.0,0.04,0.08,0.14,0.18
1553,OK2016,0.1,0.29,0.23,0.13,0.6,0.26,0.29,0.06,0.27,56900.0,0.05,0.09,0.15,0.19
1554,OK2017,0.09,0.27,0.21,0.13,0.61,0.26,0.28,0.05,0.27,56900.0,0.04,0.08,0.13,0.18
1555,OK2018,0.1,0.26,0.22,0.12,0.61,0.25,0.28,0.04,0.27,60200.0,0.03,0.08,0.12,0.16
1556,OK2019,0.09,0.25,0.2,0.12,0.63,0.25,0.26,0.03,0.28,62200.0,0.03,0.08,0.13,0.16
1557,OK2020,,,,,,,,0.08,,,0.06,,,
1558,OK2021,0.1,0.29,0.21,0.13,0.63,0.25,0.3,0.04,0.25,64600.0,0.03,0.09,0.14,0.17
1559,OK2022,0.09,0.31,0.2,0.13,0.64,0.27,0.27,0.04,0.27,70100.0,0.03,0.08,0.12,0.15
