,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,Data,educ18,educ19
99,AR2013,0.08,0.15,0.08,0.55,0.14,18,0.1,0.07,0.03,,,,0.08,0.17,0.07,0.57,0.13,0.69,0.28,0.31,0.72,0.73,0.3,0.27,0.7,,,,,0.83,0.39,0.17,0.61,,,,,,,,,0.24,0.78,0.54,0.52,0.73,4940.0,5507.0,42.0,2271.0,12760.0,0.19,,0.42
100,AR2014,0.08,0.16,0.08,0.55,0.13,,,,0.02,,,,0.08,0.18,0.06,0.57,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631.0,4846.0,62.0,2451.0,11990.0,0.18,,0.42
101,AR2015,0.08,0.16,0.08,0.54,0.14,19,0.11,0.07,0.02,,,,0.08,0.17,0.07,0.56,0.11,0.66,0.25,0.34,0.75,0.7,0.27,0.3,0.73,,,,,0.79,0.32,0.21,0.68,,,,,,,,,0.24,0.76,0.52,0.48,0.7,4465.0,4680.0,46.0,2821.0,12012.0,0.18,,0.43
102,AR2016,0.08,0.17,0.09,0.52,0.14,,,,0.02,S,S,0.04,0.08,0.17,0.07,0.56,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3935.0,4200.0,247.0,3491.0,11873.0,0.18,,0.42
103,AR2017,0.08,0.16,0.1,0.53,0.13,32,0.11,0.07,0.02,S,S,0.04,0.09,0.19,0.08,0.55,0.09,0.62,0.25,0.38,0.75,0.71,0.29,0.29,0.71,,,,,0.75,0.33,0.25,0.67,,,,,,,,,0.27,0.77,0.52,0.55,0.71,3885.0,4084.0,72.0,4174.0,12215.0,0.17,,0.42
104,AR2018,0.1,0.16,0.09,0.53,0.12,,,,0.02,0.03,S,0.03,0.09,0.18,0.08,0.57,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771.0,3545.0,53.0,3553.0,10922.0,0.17,,0.41
105,AR2019,0.1,0.16,0.1,0.53,0.11,,,,0.02,0.03,S,0.02,0.08,0.19,0.07,0.57,0.09,0.63,0.27,0.37,0.73,0.68,0.3,0.32,0.7,,,,,0.75,0.33,0.25,0.67,,,,,,,,,0.26,0.76,0.52,0.43,0.71,3417.0,3249.0,29.0,4864.0,11559.0,0.15,,0.44
106,AR2020,,,,,,,,,,0.05,S,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,AR2021,0.11,0.16,0.11,0.53,0.1,,,,0.02,0.06,S,0.05,0.09,0.18,0.09,0.56,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181.0,2541.0,243.0,4613.0,9578.0,0.18,,0.39
108,AR2022,0.1,0.17,0.11,0.52,0.1,,,,0.01,0.06,0.06,0.06,0.09,0.19,0.08,0.56,0.07,0.55,0.19,0.45,0.81,0.64,0.26,0.36,0.74,,,,,0.69,0.28,0.31,0.72,,,,,,,,,0.39,0.81,0.51,0.55,0.75,2504.0,2331.0,31.0,5235.0,9901.0,0.17,,0.39
109,AR2023,0.11,0.18,0.11,0.51,0.09,,,,0.02,,,,0.1,0.2,0.08,0.55,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,0.38
110,AR2024,,,,,,,,,0.03,,,,0.09,0.21,0.09,0.53,0.08,0.54,0.2,0.46,0.8,0.65,0.25,0.35,0.75,,,,,0.7,0.31,0.3,0.69,,,,,,,,,0.34,0.79,0.6,0.6,0.74,,,,,,,,
111,AZ1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.0,6678.0,1549.0,25.0,10183.0,,,
112,AZ1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098.0,7268.0,860.0,8.0,10234.0,,,
113,AZ1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163.0,7428.0,1030.0,2.0,10623.0,,,
114,AZ1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.0,7498.0,1600.0,0.0,11242.0,,,
115,AZ1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.0,8449.0,1153.0,11.0,12132.0,,,
116,AZ1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.0,9140.0,1359.0,102.0,12754.0,,,
117,AZ1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214.0,10714.0,1227.0,60.0,15215.0,,,
118,AZ1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026.0,11359.0,1834.0,66.0,17285.0,,,
119,AZ1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4339.0,11952.0,693.0,79.0,17063.0,,,
120,AZ1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272.0,12007.0,887.0,166.0,17332.0,,,
121,AZ1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4751.0,12330.0,1165.0,270.0,18516.0,,,
122,AZ1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241.0,11974.0,1508.0,454.0,19177.0,,,
123,AZ2000,,,,,,,,,0.09,,,,0.07,0.17,0.06,0.51,0.2,0.6,0.2,0.4,0.8,,,,,,,,,0.57,0.16,0.43,0.84,0.55,0.22,0.45,0.78,,,,,,,,,,5899.0,12146.0,582.0,651.0,19278.0,0.19,0.19,0.29
124,AZ2001,,,,,,,,,0.09,,,,0.07,0.17,0.06,0.47,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995.0,12171.0,1454.0,2255.0,21875.0,0.17,0.17,0.3
125,AZ2002,,,,,,,,,0.08,,,,0.07,0.16,0.06,0.53,0.18,,,,,0.68,0.23,0.32,0.77,0.77,0.2,0.23,0.8,,,,,,,,,0.76,0.15,0.24,0.85,,,,,,6909.0,12777.0,700.0,1087.0,21473.0,0.19,0.19,0.32
126,AZ2003,,,,,,,,,0.08,0.061,0.043,0.051,0.08,0.17,0.07,0.51,0.18,0.61,0.21,0.39,0.79,0.66,0.25,0.34,0.75,,,,,0.7,0.25,0.3,0.75,,,,,,,,,0.23,,,,,6459.0,12750.0,1508.0,1619.0,22336.0,0.18,0.18,0.33
127,AZ2004,,,,,,,,,0.06,,,,0.08,0.17,0.06,0.51,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6448.0,13297.0,1105.0,1851.0,22701.0,0.16,0.16,0.37
128,AZ2005,0.08,0.14,0.08,0.49,0.21,,,,0.08,,,,0.08,0.17,0.06,0.51,0.18,0.64,0.26,0.36,0.74,0.65,0.23,0.35,0.77,,,,,0.7,0.28,0.3,0.72,0.53,0.18,0.47,0.82,,,,,0.21,,,,,5622.0,13337.0,1920.0,2056.0,22935.0,0.17,0.17,0.35
129,AZ2006,0.08,0.14,0.08,0.48,0.21,,,,0.09,,,,0.08,0.18,0.06,0.5,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6286.0,13663.0,1265.0,2041.0,23255.0,0.17,0.17,0.37
130,AZ2007,0.08,0.14,0.08,0.47,0.22,,,,0.09,0.093,0.065,0.079,0.08,0.17,0.06,0.51,0.18,0.66,0.26,0.34,0.74,0.65,0.24,0.35,0.76,0.85,0.23,0.15,0.77,0.74,0.31,0.26,0.69,,,,,,,,,0.24,,,,,5659.0,12354.0,1477.0,1986.0,21476.0,0.18,0.18,0.37
131,AZ2008,0.08,0.14,0.08,0.48,0.22,,,,0.08,,,,0.08,0.17,0.06,0.5,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6195.0,12818.0,796.0,2114.0,21923.0,0.18,,0.38
132,AZ2009,0.08,0.15,0.08,0.49,0.2,,,,0.06,,,,0.09,0.17,0.06,0.51,0.17,0.67,0.29,0.33,0.71,0.68,0.27,0.32,0.73,,,,,0.71,0.28,0.29,0.72,,,,,,,,,0.19,0.87,0.62,0.6,0.85,5755.0,12163.0,1400.0,1951.0,21269.0,0.2,,0.39
133,AZ2010,0.08,0.15,0.08,0.5,0.19,,,,0.06,,,,0.09,0.18,0.06,0.52,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577.0,13066.0,741.0,2978.0,22362.0,0.22,,0.4
134,AZ2011,0.09,0.15,0.09,0.49,0.18,6,0.06,0.06,0.05,0.083,0.092,0.087,0.09,0.19,0.07,0.51,0.14,0.68,0.31,0.32,0.69,0.71,0.28,0.29,0.72,,,,,0.77,0.34,0.23,0.66,,,,,,,,,0.24,0.85,0.59,0.56,0.84,5773.0,12763.0,939.0,3250.0,22725.0,0.2,,0.41
135,AZ2012,0.09,0.16,0.09,0.47,0.19,,,,0.05,,,,0.09,0.18,0.07,0.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5784.0,12407.0,429.0,3309.0,21929.0,0.19,,0.42
136,AZ2013,0.09,0.17,0.09,0.47,0.19,4,0.05,0.05,0.04,,,,0.09,0.19,0.08,0.5,0.15,0.69,0.31,0.31,0.69,0.72,0.28,0.28,0.72,,,,,0.82,0.4,0.18,0.6,,,,,,,,,0.23,0.85,0.57,0.54,0.85,6092.0,12345.0,474.0,3526.0,22437.0,0.2,,0.41
137,AZ2014,0.09,0.17,0.1,0.47,0.17,,,,0.05,,,,0.09,0.19,0.07,0.52,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484.0,11570.0,339.0,3246.0,20639.0,0.18,,0.42
138,AZ2015,0.09,0.17,0.1,0.47,0.18,4,0.05,0.05,0.05,,,,0.09,0.19,0.07,0.51,0.13,0.72,0.35,0.28,0.65,0.74,0.31,0.26,0.69,,,,,0.79,0.38,0.21,0.62,,,,,,,,,0.21,0.83,0.48,0.47,0.82,6562.0,11436.0,107.0,3893.0,21998.0,0.17,,0.43
139,AZ2016,0.08,0.18,0.1,0.47,0.17,,,,0.04,0.04,S,0.04,0.09,0.2,0.07,0.5,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.0,11595.0,125.0,4873.0,22596.0,0.15,,0.43
140,AZ2017,0.09,0.18,0.11,0.45,0.16,8,0.05,0.05,0.04,0.03,S,0.03,0.09,0.21,0.08,0.51,0.11,0.71,0.34,0.29,0.66,0.75,0.3,0.25,0.7,,,,,0.73,0.34,0.27,0.66,,,,,,,,,0.27,0.83,0.47,0.42,0.81,5373.0,9900.0,1653.0,4845.0,21771.0,0.14,,0.42
141,AZ2018,0.09,0.18,0.11,0.46,0.16,,,,0.04,0.06,S,0.05,0.09,0.21,0.08,0.51,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5747.0,9548.0,801.0,3524.0,19620.0,0.15,,0.43
142,AZ2019,0.09,0.18,0.11,0.46,0.15,,,,0.04,0.08,S,0.05,0.09,0.2,0.08,0.52,0.11,0.68,0.31,0.32,0.69,0.7,0.28,0.3,0.72,,,,,0.77,0.37,0.23,0.63,,,,,,,,,0.26,0.82,0.54,0.53,0.78,6567.0,9464.0,142.0,5490.0,21663.0,0.13,,0.43
143,AZ2020,,,,,,,,,,0.04,S,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,AZ2021,0.1,0.2,0.13,0.45,0.13,,,,0.04,0.05,0.08,0.06,0.09,0.24,0.09,0.5,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3838.0,6267.0,171.0,4058.0,14334.0,0.13,,0.42
145,AZ2022,0.09,0.2,0.13,0.44,0.14,,,,0.05,0.08,0.09,0.08,0.09,0.24,0.09,0.49,0.09,0.58,0.24,0.42,0.76,0.68,0.28,0.32,0.72,,,,,0.7,0.32,0.3,0.68,,,,,,,,,0.42,0.81,0.59,0.49,0.78,4669.0,6612.0,105.0,4598.0,15834.0,0.13,,0.42
146,AZ2023,0.1,0.2,0.14,0.43,0.12,,,,0.04,,,,0.09,0.24,0.1,0.5,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.42
147,AZ2024,,,,,,,,,0.04,,,,0.08,0.25,0.1,0.48,0.08,0.57,0.26,0.43,0.74,0.65,0.25,0.35,0.75,,,,,0.7,0.34,0.3,0.66,,,,,,,,,0.35,0.84,0.6,0.52,0.85,,,,,,,,
148,"Alabama, Congressional District 1 (113th-117th)2012",,,,,,,,,0.01,,,,0.09,0.16,0.05,0.54,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"Alabama, Congressional District 1 (113th-117th)2013",,,,,,,,,0.01,,,,0.09,0.18,0.05,0.54,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Alabama, Congressional District 1 (113th-117th)2014",,,,,,,,,0.02,,,,0.08,0.19,0.06,0.54,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Alabama, Congressional District 1 (113th-117th)2015",,,,,,,,,0.01,,,,0.07,0.21,0.04,0.55,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"Alabama, Congressional District 1 (113th-117th)2016",,,,,,,,,0.01,,,,0.11,0.18,0.08,0.51,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Alabama, Congressional District 1 (113th-117th)2017",,,,,,,,,0.01,,,,0.08,0.18,0.07,0.53,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Alabama, Congressional District 1 (113th-117th)2018",,,,,,,,,0.01,,,,0.1,0.21,0.06,0.5,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Alabama, Congressional District 1 (113th-117th)2019",,,,,,,,,0.01,,,,0.1,0.16,0.08,0.56,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"Alabama, Congressional District 1 (113th-117th)2021",,,,,,,,,0.02,,,,0.1,0.17,0.08,S,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"Alabama, Congressional District 1 (118th - current)2022",,,,,,,,,0.02,,,,0.11,0.19,0.07,0.53,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"Alabama, Congressional District 1 (118th - current)2023",,,,,,,,,0.02,,,,0.07,0.2,0.1,0.56,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"Alabama, Congressional District 1 (118th - current)2024",,,,,,,,,0.01,,,,0.11,0.2,0.08,0.52,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Alabama, Congressional District 12005",,,,,,,,,0.01,,,,0.09,0.17,0.06,0.53,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"Alabama, Congressional District 12006",,,,,,,,,0.02,,,,0.07,0.13,0.06,0.57,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"Alabama, Congressional District 12007",,,,,,,,,0.01,,,,0.07,0.15,0.05,0.58,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"Alabama, Congressional District 12008",,,,,,,,,0.01,,,,0.1,0.19,0.04,0.52,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"Alabama, Congressional District 12009",,,,,,,,,0.01,,,,0.09,0.15,0.05,0.56,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"Alabama, Congressional District 12010",,,,,,,,,0.02,,,,0.08,0.18,0.05,0.53,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"Alabama, Congressional District 12011",,,,,,,,,0.02,,,,0.09,0.19,0.05,0.54,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"Alabama, Congressional District 2 (113th-117th)2012",,,,,,,,,0.02,,,,0.09,0.2,0.06,0.52,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"Alabama, Congressional District 2 (113th-117th)2013",,,,,,,,,0.02,,,,0.1,0.13,0.06,0.55,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"Alabama, Congressional District 2 (113th-117th)2014",,,,,,,,,0.01,,,,0.09,0.15,0.07,0.53,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"Alabama, Congressional District 2 (113th-117th)2015",,,,,,,,,0.03,,,,0.1,0.15,0.06,0.54,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"Alabama, Congressional District 2 (113th-117th)2016",,,,,,,,,0.01,,,,0.1,0.16,0.05,0.55,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"Alabama, Congressional District 2 (113th-117th)2017",,,,,,,,,0.01,,,,0.09,0.18,0.05,0.52,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"Alabama, Congressional District 2 (113th-117th)2018",,,,,,,,,0.01,,,,0.11,0.17,0.05,0.55,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"Alabama, Congressional District 2 (113th-117th)2019",,,,,,,,,0.02,,,,0.08,0.16,0.06,0.59,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"Alabama, Congressional District 2 (113th-117th)2021",,,,,,,,,0.01,,,,0.09,0.17,0.05,0.58,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"Alabama, Congressional District 2 (118th - current)2022",,,,,,,,,0.01,,,,0.1,0.17,0.08,0.55,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"Alabama, Congressional District 2 (118th - current)2023",,,,,,,,,0.01,,,,0.1,0.18,0.08,0.54,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"Alabama, Congressional District 2 (118th - current)2024",,,,,,,,,0.01,,,,0.09,0.2,0.09,0.54,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"Alabama, Congressional District 22005",,,,,,,,,0.01,,,,0.08,0.17,0.05,0.53,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"Alabama, Congressional District 22006",,,,,,,,,0.01,,,,0.08,0.14,0.05,0.55,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Alabama, Congressional District 22007",,,,,,,,,0.02,,,,0.06,0.15,0.04,0.57,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"Alabama, Congressional District 22008",,,,,,,,,0.01,,,,0.08,0.13,0.05,0.57,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"Alabama, Congressional District 22009",,,,,,,,,0.01,,,,0.09,0.15,0.05,0.54,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"Alabama, Congressional District 22010",,,,,,,,,0.02,,,,0.07,0.15,0.05,0.57,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"Alabama, Congressional District 22011",,,,,,,,,0.01,,,,0.07,0.17,0.06,0.53,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"Alabama, Congressional District 3 (113th-117th)2012",,,,,,,,,0,,,,0.09,0.16,0.06,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"Alabama, Congressional District 3 (113th-117th)2013",,,,,,,,,0.01,,,,0.09,0.14,0.07,0.58,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"Alabama, Congressional District 3 (113th-117th)2014",,,,,,,,,0.01,,,,0.09,0.17,0.06,0.55,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"Alabama, Congressional District 3 (113th-117th)2015",,,,,,,,,0.01,,,,0.1,0.16,0.07,0.55,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"Alabama, Congressional District 3 (113th-117th)2016",,,,,,,,,0.01,,,,0.08,0.18,0.06,0.55,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"Alabama, Congressional District 3 (113th-117th)2017",,,,,,,,,0.02,,,,0.11,0.13,0.07,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"Alabama, Congressional District 3 (113th-117th)2018",,,,,,,,,0.01,,,,0.09,0.18,0.06,0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"Alabama, Congressional District 3 (113th-117th)2019",,,,,,,,,0.01,,,,0.12,0.16,0.08,0.51,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"Alabama, Congressional District 3 (113th-117th)2021",,,,,,,,,0.01,,,,0.08,0.19,0.08,0.54,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Alabama, Congressional District 3 (118th - current)2022",,,,,,,,,0.02,,,,0.09,0.17,0.07,0.6,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Alabama, Congressional District 3 (118th - current)2023",,,,,,,,,0.01,,,,0.12,0.19,0.11,0.52,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"Alabama, Congressional District 3 (118th - current)2024",,,,,,,,,0.01,,,,0.11,0.17,0.11,0.53,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"Alabama, Congressional District 32005",,,,,,,,,0.01,,,,0.1,0.15,0.08,0.52,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"Alabama, Congressional District 32006",,,,,,,,,0.01,,,,0.07,0.14,0.05,0.55,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Alabama, Congressional District 32007",,,,,,,,,0.02,,,,0.06,0.15,0.07,0.54,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"Alabama, Congressional District 32008",,,,,,,,,0.01,,,,0.08,0.15,0.07,0.54,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"Alabama, Congressional District 32009",,,,,,,,,0.49999,,,,0.08,0.18,0.05,0.52,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Alabama, Congressional District 32010",,,,,,,,,0.01,,,,0.07,0.17,0.06,0.53,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Alabama, Congressional District 32011",,,,,,,,,0.02,,,,0.09,0.17,0.09,0.48,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"Alabama, Congressional District 4 (113th-117th)2012",,,,,,,,,0.03,,,,0.11,0.14,0.05,0.55,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"Alabama, Congressional District 4 (113th-117th)2013",,,,,,,,,0.03,,,,0.11,0.12,0.04,0.58,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"Alabama, Congressional District 4 (113th-117th)2014",,,,,,,,,0.03,,,,0.1,0.13,0.06,0.56,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"Alabama, Congressional District 4 (113th-117th)2015",,,,,,,,,0.04,,,,0.08,0.12,0.04,0.56,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"Alabama, Congressional District 4 (113th-117th)2016",,,,,,,,,0.01,,,,0.11,0.14,0.05,0.53,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"Alabama, Congressional District 4 (113th-117th)2017",,,,,,,,,0.02,,,,0.12,0.15,0.05,0.55,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"Alabama, Congressional District 4 (113th-117th)2018",,,,,,,,,0.02,,,,0.13,0.13,0.04,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"Alabama, Congressional District 4 (113th-117th)2019",,,,,,,,,0.03,,,,0.11,0.14,0.04,0.56,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"Alabama, Congressional District 4 (113th-117th)2021",,,,,,,,,0.04,,,,0.1,0.14,0.06,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"Alabama, Congressional District 4 (118th - current)2022",,,,,,,,,0.03,,,,0.12,0.14,0.07,0.59,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"Alabama, Congressional District 4 (118th - current)2023",,,,,,,,,0.04,,,,0.12,0.15,0.04,0.6,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"Alabama, Congressional District 4 (118th - current)2024",,,,,,,,,0.03,,,,0.12,0.16,0.08,0.52,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"Alabama, Congressional District 42005",,,,,,,,,0.02,,,,0.09,0.1,0.03,0.55,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Alabama, Congressional District 42006",,,,,,,,,S,,,,0.1,0.1,0.03,0.58,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"Alabama, Congressional District 42007",,,,,,,,,S,,,,0.1,0.09,0.04,0.55,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Alabama, Congressional District 42008",,,,,,,,,S,,,,0.09,0.09,0.03,0.54,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"Alabama, Congressional District 42009",,,,,,,,,S,,,,0.1,0.1,0.03,0.51,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"Alabama, Congressional District 42010",,,,,,,,,S,,,,0.11,0.1,0.03,0.51,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"Alabama, Congressional District 42011",,,,,,,,,0.02,,,,0.1,0.08,0.05,0.56,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"Alabama, Congressional District 5 (113th-117th)2012",,,,,,,,,0.02,,,,0.08,0.24,0.08,0.49,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"Alabama, Congressional District 5 (113th-117th)2013",,,,,,,,,0.01,,,,0.08,0.22,0.08,0.48,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
