,LocYear,d1: 0 to 4,d1: 12 to 14,d1: 15 to 17,d1: 5 to 11,d2: Female,d2: Male,d3: Foreign-born,d3: Native-born,d4: H or L,d4: AI or AN,d4: A,d4: B,d4: NH or PI,d4: 2 or more,d4: W,d5
795,MD2022,355632,241684,242749,534142,672461,701746,79000,1268000,260430,2605,88986,414343,561,75099,532183,143000
796,MD2023,352443,238065,247620,533899,671466,700561,79000,1280000,269639,2497,89242,411923,576,75397,522753,150000
797,MD2024,349531,236921,248998,535787,671297,699940,77000,1291000,278411,2395,89801,409509,553,75938,514630,
798,ME1990,86567,49026,49999,122474,149862,158204,,,,,,,,,,
799,ME1991,85459,50647,49373,124392,150745,159126,,,,,,,,,,
800,ME1992,84016,51906,49697,125060,151147,159532,,,,,,,,,,
801,ME1993,81965,52768,50312,125921,151291,159675,,,,,,,,,,
802,ME1994,79512,53918,51602,126538,151596,159974,,,,,,,,,,
803,ME1995,76018,54254,52595,126306,150431,158742,,,,,,,,,,
804,ME1996,73706,54820,53292,125922,149745,157995,,,,,,,,,,
805,ME1997,71643,54981,54017,124456,148480,156617,,,,,,,,,,
806,ME1998,71052,55524,54611,123309,148223,156273,,,,,,,,,,
807,ME1999,70528,55674,54985,121134,147132,155189,,,,,,,,,,
808,ME2000,70669,55643,55485,119610,146750,154657,,,3615,2209,2768,2571,90,4698,285456,
809,ME2000-2002,,,,,,,,,,,,,,,,3000
810,ME2001,70419,55764,56243,117662,146024,154064,,,4008,2200,2899,3008,95,5005,282873,
811,ME2001-2003,,,,,,,,,,,,,,,,3000
812,ME2002,70262,56499,56927,114907,145221,153374,,,4349,2197,3022,3480,108,5384,280055,
813,ME2002-2004,,,,,,,,,,,,,,,,3000
814,ME2003,70618,56425,57059,112684,144328,152458,,,4775,2181,3144,4048,105,5738,276795,
815,ME2004,70803,56038,57064,110886,143354,151437,,,5166,2148,3235,4506,92,6094,273550,
816,ME2005,71027,54430,57547,109035,142052,149987,4000,273000,5464,2157,3310,5011,92,6488,269517,3000
817,ME2006,70823,52824,57223,108075,140444,148501,5000,277000,5686,2137,3410,5432,97,6823,265360,S
818,ME2007,71266,51139,56619,107161,139189,146996,5000,274000,5994,2144,3436,5841,87,7242,261441,S
819,ME2008,71207,49579,55082,106336,137328,144876,4000,271000,6326,2149,3564,6263,82,7675,256145,S
820,ME2009,70190,48562,53386,105808,135159,142787,5000,266000,6487,2159,3664,6374,84,8002,251176,S
821,ME2010,69251,47666,51515,104976,132868,140540,5000,269000,6401,2144,3710,6328,79,8210,246536,S
822,ME2011,67666,47361,50123,103998,130768,138380,3000,267000,6471,2091,3733,6503,87,8297,241966,S
823,ME2012,66387,46987,48894,102893,128931,136230,5000,261000,6520,2036,3685,6467,96,8460,237897,S
824,ME2013,65579,46382,48329,101814,127307,134797,4000,256000,6748,1974,3684,6561,98,8584,234455,S
825,ME2014,65020,45430,48215,101119,126272,133512,4000,254000,6838,1961,3611,6753,103,8680,231838,S
826,ME2015,64318,44510,47583,100082,124804,131689,3000,252000,6827,1980,3555,6758,108,8814,228451,S
827,ME2016,64546,44128,47184,98850,124012,130696,4000,251000,6951,1974,3609,6916,109,8974,226175,S
828,ME2017,64482,44340,46319,97718,122965,129894,4000,251000,7065,1982,3571,7052,122,9158,223909,S
829,ME2018,63974,44347,45573,96571,121975,128490,5000,243000,7173,1970,3493,7247,112,9251,221219,S
830,ME2019,64060,44353,45345,95852,121610,128000,4000,243000,7489,1955,3606,7532,107,9416,219505,S
831,ME2020,63682,46372,46830,97157,123500,130541,,,8353,1922,3548,7746,118,9724,222630,
832,ME2021,62777,45978,47042,96643,122660,129780,5000,245000,8710,1902,3503,8049,122,9988,220166,S
833,ME2022,62307,45231,47351,96376,122025,129240,6000,239000,9035,1868,3445,8914,103,10055,217845,S
834,ME2023,61696,43872,47634,96453,121088,128567,4000,242000,9340,1817,3377,9879,116,10182,214944,S
835,ME2024,60550,43048,47377,96107,119712,127370,8000,237000,9552,1774,3343,10906,120,10177,211210,
836,MI1990,712875,386693,395400,964665,1200879,1258754,,,,,,,,,,
837,MI1991,718615,398872,390532,976938,1212765,1272192,,,,,,,,,,
838,MI1992,720605,409797,393116,978247,1220634,1281131,,,,,,,,,,
839,MI1993,719672,418872,396851,986854,1230209,1292040,,,,,,,,,,
840,MI1994,710627,423873,406837,993859,1236113,1299083,,,,,,,,,,
841,MI1995,697681,424794,419484,1014840,1246191,1310608,,,,,,,,,,
842,MI1996,686311,424207,428011,1031216,1252132,1317613,,,,,,,,,,
843,MI1997,678899,427903,433611,1041857,1258046,1324224,,,,,,,,,,
844,MI1998,674488,432244,432244,1047367,1259746,1326597,,,,,,,,,,
845,MI1999,671817,438629,430347,1051151,1262287,1329657,,,,,,,,,,
846,MI2000,671452,441274,433377,1050011,1264274,1331840,,,124700,16770,49177,452171,603,61360,1891333,
847,MI2000-2002,,,,,,,,,,,,,,,,76000
848,MI2001,669261,444850,437735,1041464,1263233,1330077,,,131273,16582,51457,451930,608,64693,1876767,
849,MI2001-2003,,,,,,,,,,,,,,,,77000
850,MI2002,664232,459630,442416,1018032,1259109,1325201,,,136716,16352,53425,449446,615,68352,1859404,
851,MI2002-2004,,,,,,,,,,,,,,,,76000
852,MI2003,658703,468065,444108,998204,1251965,1317115,,,141738,16140,55736,446127,605,71703,1837031,
853,MI2004,654491,472030,446806,979987,1244773,1308541,,,147023,15847,57450,442354,603,75391,1814646,
854,MI2005,646552,459278,460697,965312,1234011,1297828,70000,2442000,152262,15654,59289,437171,581,78724,1788158,78000
855,MI2006,635460,446636,467597,953855,1220430,1283118,59000,2419000,157631,15466,60424,430177,579,82188,1757083,81000
856,MI2007,626121,435819,470225,937898,1204434,1265629,61000,2389000,162187,15237,61271,421858,553,85545,1723412,84000
857,MI2008,614869,424624,456107,923279,1179936,1238943,54000,2339000,166250,14896,61694,407708,543,88486,1679302,72000
858,MI2009,601793,414158,442738,913914,1157574,1215029,58000,2290000,169594,14677,61917,394883,530,91676,1639326,84000
859,MI2010,594249,406035,432294,901628,1139094,1195112,58000,2277000,172138,14573,62386,384822,494,94947,1604846,85000
860,MI2011,587002,402414,422381,890124,1123087,1178834,49000,2244000,174259,14231,64363,376111,512,96159,1576286,78000
861,MI2012,579934,401228,413539,878384,1109556,1163529,55000,2212000,176711,13825,66194,368531,513,97324,1549987,90000
862,MI2013,575334,398959,407071,868378,1098904,1150838,54000,2190000,178446,13470,68257,362321,552,98699,1527997,86000
863,MI2014,575020,392747,403595,859248,1089954,1140656,52000,2172000,179892,13241,69673,358207,547,99921,1509129,93000
864,MI2015,572677,384314,401962,850744,1079843,1129854,48000,2159000,181159,12971,70638,353849,544,101104,1489432,86000
865,MI2016,573695,379385,399693,842151,1072283,1122641,52000,2139000,183071,12797,72057,350503,565,102364,1473567,85000
866,MI2017,574002,377447,393752,836193,1065550,1115844,60000,2116000,184626,12546,73471,348095,584,103584,1458488,89000
867,MI2018,572264,375004,385992,830330,1056867,1106723,51000,2113000,185653,12239,74185,345631,585,104787,1440510,87000
868,MI2019,566538,371498,380762,825509,1047079,1097228,52000,2091000,186397,12087,74140,343201,603,105844,1422035,83000
869,MI2020,561918,388794,392144,838465,1063262,1118059,,,195429,11945,75654,351136,615,109019,1437523,
870,MI2021,548657,384760,390465,832523,1050961,1105444,45000,2107000,194864,11736,74995,349077,616,109404,1415713,70000
871,MI2022,540586,377874,390144,828397,1041646,1095355,49000,2058000,195204,11517,76522,345595,629,110002,1397532,73000
872,MI2023,532328,369219,392740,827659,1035035,1086911,58000,2053000,195173,11259,79659,342812,632,110512,1381899,81000
873,MI2024,526174,365087,390664,827418,1029685,1079658,50000,2053000,195568,10969,83690,340679,646,111111,1366680,
874,MN1990,341888,180882,172125,481785,573875,602805,,,,,,,,,,
875,MN1991,337505,189729,174616,489357,580777,610430,,,,,,,,,,
876,MN1992,336274,200241,181696,494857,591298,621770,,,,,,,,,,
877,MN1993,332777,208506,187685,497755,597822,628901,,,,,,,,,,
878,MN1994,327801,215255,196724,499169,603619,635330,,,,,,,,,,
879,MN1995,321611,217419,206120,500782,606860,639072,,,,,,,,,,
880,MN1996,319358,217785,214082,501497,610038,642684,,,,,,,,,,
881,MN1997,320291,219936,221310,502713,615594,648656,,,,,,,,,,
882,MN1998,323356,222490,224531,505563,621143,654797,,,,,,,,,,
883,MN1999,326601,224944,225269,506288,624633,658469,,,,,,,,,,
884,MN2000,329985,225414,227769,506547,628082,661633,,,56341,19223,55507,66099,493,33087,1058965,
885,MN2000-2002,,,,,,,,,,,,,,,,48000
886,MN2001,332716,226039,229628,502878,629281,661980,,,61703,19023,56802,69815,505,35114,1048299,
887,MN2001-2003,,,,,,,,,,,,,,,,49000
888,MN2002,333452,229368,230924,495051,628303,660492,,,66070,18814,58149,73200,519,37141,1034902,
889,MN2002-2004,,,,,,,,,,,,,,,,49000
890,MN2003,335600,229617,229583,488887,625754,657933,,,70487,18570,58948,76392,515,39119,1019656,
891,MN2004,340533,228202,229169,484042,625117,656829,,,75439,18323,59717,79630,538,41405,1006894,
892,MN2005,343693,223113,232436,481315,624884,655673,45000,1182000,80583,18172,60732,82518,549,43665,994338,58000
893,MN2006,346670,219926,232980,482805,625769,656612,44000,1214000,85930,18086,62012,86462,536,46186,983169,53000
894,MN2007,353038,216680,231657,483699,626948,658126,47000,1212000,90913,18035,63660,90501,542,48939,972484,67000
895,MN2008,355445,214750,226838,487146,627079,657100,41000,1208000,95525,17959,65365,93449,562,51818,959501,58000
896,MN2009,355131,212445,223302,493225,627108,656995,46000,1212000,98636,17745,66777,95327,568,54592,950458,77000
897,MN2010,355269,211034,220022,496997,627210,656112,45000,1239000,102179,17516,68094,95786,548,57150,942049,70000
898,MN2011,353435,211056,216783,499723,626118,654879,42000,1236000,104376,17644,69891,98141,587,58644,931714,72000
899,MN2012,349683,212275,213989,501755,624704,652998,42000,1235000,105970,17791,71519,100153,576,59716,921977,68000
900,MN2013,348105,213738,212483,504649,625535,653440,40000,1242000,108227,17994,73467,103499,611,60986,914191,61000
901,MN2014,349812,213694,212574,506950,627684,655346,43000,1240000,109965,18074,75440,108196,669,62321,908365,74000
902,MN2015,350427,213505,214012,507777,629277,656444,52000,1231000,111766,18111,77245,113060,745,63571,901223,74000
903,MN2016,353321,216106,215817,507616,632374,660486,44000,1244000,113735,18212,79288,119553,833,64704,896535,76000
904,MN2017,355339,219867,216222,508633,635862,664199,51000,1246000,116286,18206,81047,125372,933,66009,892208,77000
905,MN2018,354522,221947,216669,509952,637454,665636,47000,1255000,118163,18296,82402,130698,994,67085,885452,71000
906,MN2019,350731,222990,219232,510259,637806,665406,44000,1259000,118912,18179,83251,134403,1021,67880,879566,72000
907,MN2020,347392,235630,229689,518550,650355,680906,,,129397,17972,85186,138525,1044,69707,889430,
908,MN2021,337966,234810,231447,515267,644514,674976,46000,1263000,129479,17928,85280,140828,1110,69800,875065,66000
909,MN2022,333269,231405,233925,513088,641214,670473,49000,1239000,130955,17718,86208,145362,1165,69847,860432,57000
910,MN2023,329237,226378,237320,511602,637995,666542,43000,1252000,132626,17450,87433,148934,1205,70023,846866,62000
911,MN2024,325780,224401,238056,510820,635518,663539,37000,1254000,134321,17124,89288,153507,1260,70298,833259,
912,MO1990,373365,208845,206093,528120,641383,675040,,,,,,,,,,
913,MO1991,374637,216676,206942,534051,649067,683239,,,,,,,,,,
914,MO1992,376649,225484,212387,535209,657561,692168,,,,,,,,,,
915,MO1993,377581,233131,217428,537763,665374,700529,,,,,,,,,,
916,MO1994,375108,238507,225466,539619,671599,707101,,,,,,,,,,
917,MO1995,372278,240747,234689,545840,678855,714699,,,,,,,,,,
918,MO1996,370105,241344,242312,554971,686281,722451,,,,,,,,,,
919,MO1997,368395,242738,247956,560748,691820,728017,,,,,,,,,,
920,MO1998,369390,244836,249260,565513,696354,732645,,,,,,,,,,
921,MO1999,369129,246264,247305,565349,696054,731993,,,,,,,,,,
922,MO2000,369536,246309,248036,564502,696390,731993,,,43050,6181,14794,205369,926,28365,1129698,
923,MO2000-2002,,,,,,,,,,,,,,,,25000
924,MO2001,370230,246907,249789,559649,695895,730680,,,46411,6132,15559,205573,996,30473,1121431,
925,MO2001-2003,,,,,,,,,,,,,,,,24000
926,MO2002,371764,251513,250173,551063,695099,729414,,,49987,6071,16253,205077,1094,32489,1113542,
927,MO2002-2004,,,,,,,,,,,,,,,,24000
928,MO2003,372344,254510,249766,545307,693952,727975,,,53893,6022,17100,204899,1153,34515,1104345,
929,MO2004,375216,255011,250494,540235,693524,727432,,,57581,5980,17953,204633,1213,36744,1096852,
930,MO2005,378246,251691,255450,537591,694811,728167,26000,1345000,61895,5905,19051,204854,1344,39272,1090657,29000
931,MO2006,381248,248265,259012,539799,697627,730697,26000,1397000,66648,5843,20177,204683,1447,41848,1087678,28000
932,MO2007,385800,244111,259482,541953,699116,732230,27000,1400000,71261,5916,20977,204039,1600,44630,1082923,37000
933,MO2008,389090,240859,255658,543338,698038,730907,24000,1397000,75150,5786,21996,202227,1680,47122,1074984,40000
934,MO2009,389709,237680,251611,547603,696446,730157,26000,1404000,78462,5697,22613,200155,1767,49875,1068034,40000
935,MO2010,389563,237561,247006,549868,695007,728991,25000,1393000,81010,5650,23371,198146,1876,51962,1061983,37000
936,MO2011,385415,237342,242255,549178,690423,723767,23000,1391000,82489,5504,24083,194918,1985,53093,1052118,43000
937,MO2012,381181,238635,238657,546661,686188,718946,22000,1382000,84192,5407,24559,192290,2099,54692,1041895,38000
938,MO2013,376771,238366,237035,545987,682744,715415,23000,1376000,86029,5249,24983,190531,2153,56373,1032841,38000
939,MO2014,376045,235888,237038,544788,680746,713013,19000,1373000,87865,5192,25583,189724,2255,57908,1025232,34000
940,MO2015,375627,233071,238964,542835,679221,711276,21000,1371000,89844,5104,26210,188809,2291,59537,1018702,38000
941,MO2016,374936,232097,238883,541109,677671,709354,20000,1370000,92071,5006,26557,187571,2359,60938,1012523,45000
942,MO2017,374756,233402,236662,539126,675802,708144,21000,1367000,94019,4943,27289,186769,2418,62427,1006081,38000
943,MO2018,373710,234834,234167,536397,673290,705818,24000,1354000,95770,4848,27776,185840,2513,63749,998612,38000
944,MO2019,370600,236419,233373,534311,671280,703423,21000,1352000,97283,4868,28610,185187,2614,64678,991463,33000
945,MO2020,366358,248016,241246,538157,679236,714541,,,109018,4874,29406,187680,2706,66845,993248,
946,MO2021,360615,247361,243952,535723,675793,711858,16000,1367000,110172,4777,29276,186088,2872,68579,985887,37000
947,MO2022,356144,243621,247306,534788,672740,709119,18000,1345000,111722,4699,29198,183833,3122,69723,979562,31000
948,MO2023,352697,238378,251426,535374,671140,706735,29000,1342000,114443,4674,29712,182771,3508,71161,971606,40000
949,MO2024,349506,235622,251183,535781,668578,703514,22000,1345000,116982,4553,30364,182421,3848,72479,961445,
950,MS1990,194934,122418,124496,291812,358961,374699,,,,,,,,,,
951,MS1991,196851,125869,124437,291754,361518,377393,,,,,,,,,,
952,MS1992,201843,130600,127453,290328,367028,383196,,,,,,,,,,
953,MS1993,204462,133668,129608,288082,369725,386095,,,,,,,,,,
954,MS1994,206268,136031,133259,288237,373637,390158,,,,,,,,,,
955,MS1995,205774,135293,137096,289729,375690,392202,,,,,,,,,,
956,MS1996,203970,133143,139623,292944,376603,393077,,,,,,,,,,
957,MS1997,203199,132763,141393,297477,379182,395650,,,,,,,,,,
958,MS1998,202781,131290,139847,299803,378728,394993,,,,,,,,,,
959,MS1999,203788,130692,137139,304043,379724,395938,,,,,,,,,,
960,MS2000,203757,129710,135632,305254,379192,395161,,,12130,3887,5052,346832,149,6282,400021,
961,MS2000-2002,,,,,,,,,,,,,,,,3000
962,MS2001,204447,129700,133191,301080,376351,392067,,,13640,3926,5117,342639,161,7045,395890,
963,MS2001-2003,,,,,,,,,,,,,,,,4000
964,MS2002,204491,132473,131432,294752,373971,389177,,,14907,3983,5220,338620,169,7794,392455,
965,MS2002-2004,,,,,,,,,,,,,,,,4000
966,MS2003,204601,134002,129431,291413,372174,387273,,,16309,4068,5186,335761,182,8512,389429,
967,MS2004,206619,134471,129988,289332,372668,387742,,,17409,4122,5366,334834,200,9409,389070,
968,MS2005,207333,133241,133373,286923,372847,388023,4000,740000,19162,4206,5613,333405,208,10264,388012,4000
969,MS2006,204668,131532,134977,285813,370592,386398,4000,755000,20698,4294,5613,332503,202,10902,382778,S
970,MS2007,209518,129628,135618,286407,372360,388811,5000,N.A.!,23172,4298,5827,333262,228,11882,382502,S
971,MS2008,213071,126827,134224,286450,372205,388367,5000,760000,24916,4385,6033,331775,217,12669,380577,S
972,MS2009,212487,124476,132432,289144,371389,387150,5000,760000,26116,4353,6090,330454,254,13370,377902,S
973,MS2010,209931,123660,129996,289985,368915,384657,7000,746000,26587,4391,6162,328495,212,14013,373712,S
974,MS2011,206921,124081,126642,290124,366058,381710,5000,747000,27390,4363,6331,323766,187,14507,371224,S
975,MS2012,201558,125930,124172,290349,363426,378583,6000,742000,27571,4396,6309,319142,186,15214,369191,S
976,MS2013,196368,126218,123181,290060,360287,375540,5000,732000,28590,4312,6389,314882,204,15788,365662,S
977,MS2014,193334,124459,123450,290541,358470,373314,4000,728000,29829,4332,6574,311775,215,16276,362783,S
978,MS2015,191501,121483,125061,288740,356314,370471,6000,722000,31149,4289,6688,307974,216,16645,359824,S
979,MS2016,190110,120428,125130,285935,353776,367827,4000,719000,32351,4187,6698,304315,212,17116,356724,S
980,MS2017,187701,121105,123513,282531,350390,364460,5000,710000,33366,4145,6794,299837,217,17656,352835,S
981,MS2018,186965,122166,120844,277688,347275,360388,6000,700000,34422,4090,6866,295481,216,17913,348675,S
982,MS2019,184669,124449,119631,271235,343549,356435,6000,693000,35001,4003,6907,291386,213,18210,344264,S
983,MS2020,179763,129747,122243,267478,343086,356145,,,37858,3986,6958,290284,214,18534,341397,
984,MS2021,177223,128729,124091,262550,339927,352666,4000,688000,38350,3959,6963,286287,212,18988,337834,S
985,MS2022,175911,124131,127359,259500,337299,349602,4000,672000,39869,3910,7235,281565,224,19447,334651,S
986,MS2023,174840,118505,130066,258209,334848,346772,7000,668000,41282,3858,7331,277967,233,19958,330991,S
987,MS2024,173612,114782,129550,256678,331673,342949,7000,665000,42503,3789,7527,273592,238,20290,326683,
988,MT1990,60151,36738,34908,91880,108535,115142,,,,,,,,,,
989,MT1991,58917,38178,35795,92369,109288,115971,,,,,,,,,,
990,MT1992,59176,40257,37737,93698,112019,118849,,,,,,,,,,
991,MT1993,59098,41901,39235,94753,114019,120968,,,,,,,,,,
992,MT1994,58456,43273,40983,94577,115153,122136,,,,,,,,,,
993,MT1995,56995,43446,42438,93704,114797,121786,,,,,,,,,,
